"","X","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","Column","System","Block","Velocity","Salinity","Temperature","treatments","surf_area"
"763",883,121637620,"2022-04-05T22:00:00Z","1899-12-31T22:30:01Z","FO",2611,"stress",13,13,"C24",240,386,"-",0.378,"-",12,"IMP","B2","reduced","salt","control","RSC",20
"764",886,121663820,"2022-04-05T22:00:00Z","1899-12-31T22:30:27Z","FO",2615,"stress",13,13,"C25",330,1091,"-",0.698,"-",13,"IMP","B2","normal","salt","control","NSC",14
"765",887,121667720,"2022-04-05T22:00:00Z","1899-12-31T22:30:31Z","FO",2616,"stress",13,13,"C25",168,244,"-",0.311,"-",13,"IMP","B2","normal","salt","control","NSC",14
"766",891,121694980,"2022-04-05T22:00:00Z","1899-12-31T22:30:58Z","FO",2622,"stress",13,13,"C26",103,224,"-",0.54,"-",14,"IMP","B2","normal","salt","control","NSC",20
"767",892,121698720,"2022-04-05T22:00:00Z","1899-12-31T22:31:02Z","FO",2623,"stress",13,13,"C26",209,776,"-",0.731,"-",14,"IMP","B2","normal","salt","control","NSC",20
"768",896,121721050,"2022-04-05T22:00:00Z","1899-12-31T22:31:25Z","FO",2628,"stress",13,13,"C27",245,859,"-",0.715,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"769",900,121752620,"2022-04-05T22:00:00Z","1899-12-31T22:31:56Z","FO",2633,"stress",13,13,"C28",167,291,"-",0.426,"-",15,"IMP","B2","reduced","background","control","RBC",20
"770",903,121773080,"2022-04-05T22:00:00Z","1899-12-31T22:32:17Z","FO",2637,"stress",13,13,"C29",130,206,"-",0.369,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"771",904,121779940,"2022-04-05T22:00:00Z","1899-12-31T22:32:23Z","FO",2638,"stress",13,13,"C29",107,318,"-",0.664,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"772",905,121784380,"2022-04-05T22:00:00Z","1899-12-31T22:32:28Z","FO",2639,"stress",13,13,"C29",154,202,"-",0.238,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"773",907,121797050,"2022-04-05T22:00:00Z","1899-12-31T22:32:41Z","FO",2642,"stress",13,13,"C30",135,507,"-",0.734,"-",16,"IMP","B2","reduced","background","control","RBC",18
"774",908,121801060,"2022-04-05T22:00:00Z","1899-12-31T22:32:45Z","FO",2643,"stress",13,13,"C30",146,429,"-",0.66,"-",16,"IMP","B2","reduced","background","control","RBC",18
"775",909,121805900,"2022-04-05T22:00:00Z","1899-12-31T22:32:49Z","FO",2644,"stress",13,13,"C30",103,106,"-",0.028,"-",16,"IMP","B2","reduced","background","control","RBC",18
"776",910,121817920,"2022-04-05T22:00:00Z","1899-12-31T22:33:01Z","FO",2646,"stress",13,13,"C31",121,476,"-",0.746,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"777",911,121821050,"2022-04-05T22:00:00Z","1899-12-31T22:33:05Z","FO",2647,"stress",13,13,"C31",266,625,"-",0.574,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"778",912,121825820,"2022-04-05T22:00:00Z","1899-12-31T22:33:09Z","FO",2648,"stress",13,13,"C31",119,774,"-",0.846,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"779",918,121913180,"2022-04-05T22:00:00Z","1899-12-31T22:34:37Z","FO",2663,"stress",13,13,"C33",108,287,"-",0.624,"-",17,"IMP","B3","reduced","background","control","RBC",20
"780",919,121918480,"2022-04-05T22:00:00Z","1899-12-31T22:34:42Z","FO",2664,"stress",13,13,"C33",162,470,"-",0.655,"-",17,"IMP","B3","reduced","background","control","RBC",20
"781",920,121921160,"2022-04-05T22:00:00Z","1899-12-31T22:34:45Z","FO",2665,"stress",13,13,"C33",187,296,"-",0.368,"-",17,"IMP","B3","reduced","background","control","RBC",20
"782",924,121973400,"2022-04-05T22:00:00Z","1899-12-31T22:35:37Z","FO",2672,"stress",13,13,"C34",176,530,"-",0.668,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"783",925,121976100,"2022-04-05T22:00:00Z","1899-12-31T22:35:40Z","FO",2673,"stress",13,13,"C34",149,341,"-",0.563,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"784",926,121993100,"2022-04-05T22:00:00Z","1899-12-31T22:35:57Z","FO",2676,"stress",13,13,"C35",115,531,"-",0.783,"-",18,"IMP","B3","normal","background","control","NBC",24
"785",927,121998860,"2022-04-05T22:00:00Z","1899-12-31T22:36:02Z","FO",2677,"stress",13,13,"C35",151,564,"-",0.732,"-",18,"IMP","B3","normal","background","control","NBC",24
"786",928,122002760,"2022-04-05T22:00:00Z","1899-12-31T22:36:06Z","FO",2678,"stress",13,13,"C35",335,1138,"-",0.706,"-",18,"IMP","B3","normal","background","control","NBC",24
"787",932,122032960,"2022-04-05T22:00:00Z","1899-12-31T22:36:36Z","FO",2683,"stress",13,13,"C36",116,397,"-",0.708,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"788",933,122036720,"2022-04-05T22:00:00Z","1899-12-31T22:36:40Z","FO",2684,"stress",13,13,"C36",237,972,"-",0.756,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"789",934,122040680,"2022-04-05T22:00:00Z","1899-12-31T22:36:44Z","FO",2685,"stress",13,13,"C36",204,455,"-",0.552,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"790",937,122065900,"2022-04-05T22:00:00Z","1899-12-31T22:37:09Z","FO",2689,"stress",13,13,"C37",117,589,"-",0.801,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"791",941,122098940,"2022-04-05T22:00:00Z","1899-12-31T22:37:42Z","FO",2696,"stress",13,13,"C38",225,713,"-",0.684,"-",19,"IMP","B3","normal","salt","control","NSC",16
"792",942,122102920,"2022-04-05T22:00:00Z","1899-12-31T22:37:46Z","FO",2697,"stress",13,13,"C38",258,1417,"-",0.818,"-",19,"IMP","B3","normal","salt","control","NSC",16
"793",943,122106120,"2022-04-05T22:00:00Z","1899-12-31T22:37:50Z","FO",2698,"stress",13,13,"C38",330,473,"-",0.302,"-",19,"IMP","B3","normal","salt","control","NSC",16
"794",945,122121440,"2022-04-05T22:00:00Z","1899-12-31T22:38:05Z","FO",2701,"stress",13,13,"C39",211,452,"-",0.533,"-",20,"IMP","B3","reduced","background","control","RBC",20
"795",946,122124900,"2022-04-05T22:00:00Z","1899-12-31T22:38:08Z","FO",2702,"stress",13,13,"C39",159,576,"-",0.724,"-",20,"IMP","B3","reduced","background","control","RBC",20
"796",947,122128640,"2022-04-05T22:00:00Z","1899-12-31T22:38:12Z","FO",2703,"stress",13,13,"C39",172,602,"-",0.714,"-",20,"IMP","B3","reduced","background","control","RBC",20
"797",950,122151000,"2022-04-05T22:00:00Z","1899-12-31T22:38:35Z","FO",2708,"stress",13,13,"C40",133,454,"-",0.707,"-",21,"IMP","B3","reduced","salt","control","RSC",16
"798",951,122156660,"2022-04-05T22:00:00Z","1899-12-31T22:38:40Z","FO",2709,"stress",13,13,"C40",419,419,"-",0,"-",21,"IMP","B3","reduced","salt","control","RSC",16
"799",954,122208460,"2022-04-05T22:00:00Z","1899-12-31T22:39:32Z","FO",2716,"stress",13,13,"C41",137,371,"-",0.631,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"800",955,122211820,"2022-04-05T22:00:00Z","1899-12-31T22:39:35Z","FO",2717,"stress",13,13,"C41",146,532,"-",0.726,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"801",957,122223660,"2022-04-05T22:00:00Z","1899-12-31T22:39:47Z","FO",2720,"stress",13,13,"C42",125,413,"-",0.697,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"802",959,122232860,"2022-04-05T22:00:00Z","1899-12-31T22:39:56Z","FO",2722,"stress",13,13,"C42",172,810,"-",0.788,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"803",960,122236830,"2022-04-05T22:00:00Z","1899-12-31T22:40:00Z","F",2723,"stress",13,13,"C42",135,438,"-",0.692,"-",53,"IMP","B3","normal","background","control","NBC",14.43
"804",963,122272050,"2022-04-05T22:00:00Z","1899-12-31T22:40:36Z","FO",2729,"stress",13,13,"C43",208,760,"-",0.726,"-",22,"IMP","B3","normal","background","control","NBC",20
"805",964,122276920,"2022-04-05T22:00:00Z","1899-12-31T22:40:40Z","FO",2730,"stress",13,13,"C43",108,323,"-",0.666,"-",22,"IMP","B3","normal","background","control","NBC",20
"806",965,122297360,"2022-04-05T22:00:00Z","1899-12-31T22:41:01Z","FO",2733,"stress",13,13,"C44",130,210,"-",0.381,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"807",967,122304440,"2022-04-05T22:00:00Z","1899-12-31T22:41:08Z","FO",2735,"stress",13,13,"C44",362,1301,"-",0.722,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"808",968,122307100,"2022-04-05T22:00:00Z","1899-12-31T22:41:11Z","FO",2736,"stress",13,13,"C44",155,528,"-",0.706,"-",54,"IMP","B3","normal","salt","control","NSC",15.75
"809",971,122329140,"2022-04-05T22:00:00Z","1899-12-31T22:41:33Z","FO",2741,"stress",13,13,"C45",259,912,"-",0.716,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"810",972,122333120,"2022-04-05T22:00:00Z","1899-12-31T22:41:37Z","FO",2742,"stress",13,13,"C45",263,833,"-",0.684,"-",55,"IMP","B3","reduced","background","control","RBC",14.82
"811",975,122365050,"2022-04-05T22:00:00Z","1899-12-31T22:42:09Z","FO",2747,"stress",13,13,"C46",101,487,"-",0.793,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"812",976,122374820,"2022-04-05T22:00:00Z","1899-12-31T22:42:18Z","FO",2749,"stress",13,13,"C46",182,245,"-",0.257,"-",56,"IMP","B3","reduced","salt","control","RSC",14
"813",979,122403840,"2022-04-05T22:00:00Z","1899-12-31T22:42:47Z","FO",2754,"stress",13,13,"C47",221,838,"-",0.736,"-",23,"IMP","B3","normal","salt","control","NSC",20
"814",982,122461360,"2022-04-05T22:00:00Z","1899-12-31T22:43:45Z","FO",2759,"stress",13,13,"C48",135,373,"-",0.638,"-",24,"IMP","B3","reduced","salt","control","RSC",16
"815",983,122466940,"2022-04-05T22:00:00Z","1899-12-31T22:43:50Z","FO",2760,"stress",13,13,"C48",180,629,"-",0.714,"-",24,"IMP","B3","reduced","salt","control","RSC",16
"816",984,122480320,"2022-04-05T22:00:00Z","1899-12-31T22:44:04Z","FO",2761,"stress",13,13,"C48",152,513,"-",0.704,"-",24,"IMP","B3","reduced","salt","control","RSC",16
"817",985,122484820,"2022-04-05T22:00:00Z","1899-12-31T22:44:08Z","FO",2762,"stress",13,13,"C48",105,338,"-",0.689,"-",24,"IMP","B3","reduced","salt","control","RSC",16
"818",989,122522960,"2022-04-05T22:00:00Z","1899-12-31T22:44:46Z","FO",2769,"stress",13,13,"C49",194,711,"-",0.727,"-",25,"IMP","B4","normal","salt","increased","NSI",20
"819",991,122535060,"2022-04-05T22:00:00Z","1899-12-31T22:44:59Z","FO",2772,"stress",13,13,"C50",127,424,"-",0.7,"-",26,"IMP","B4","reduced","salt","increased","RSI",20
"820",994,122555120,"2022-04-05T22:00:00Z","1899-12-31T22:45:19Z","FO",2776,"stress",13,13,"C51",140,179,"-",0.218,"-",27,"IMP","B4","normal","salt","increased","NSI",20.8
"821",995,122560420,"2022-04-05T22:00:00Z","1899-12-31T22:45:24Z","FO",2777,"stress",13,13,"C51",267,926,"-",0.712,"-",27,"IMP","B4","normal","salt","increased","NSI",20.8
"822",996,122563860,"2022-04-05T22:00:00Z","1899-12-31T22:45:27Z","FO",2778,"stress",13,13,"C51",272,695,"-",0.609,"-",27,"IMP","B4","normal","salt","increased","NSI",20.8
"823",997,122575560,"2022-04-05T22:00:00Z","1899-12-31T22:45:39Z","FO",2780,"stress",13,13,"C51",431,927,"-",0.535,"-",27,"IMP","B4","normal","salt","increased","NSI",20.8
"824",1001,122602260,"2022-04-05T22:00:00Z","1899-12-31T22:46:06Z","FO",2785,"stress",13,13,"C52",272,822,"-",0.669,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"825",1002,122606160,"2022-04-05T22:00:00Z","1899-12-31T22:46:10Z","FO",2786,"stress",13,13,"C52",268,436,"-",0.385,"-",57,"IMP","B4","normal","background","increased","NBI",15.2
"826",1004,122622160,"2022-04-05T22:00:00Z","1899-12-31T22:46:26Z","FO",2789,"stress",13,13,"C53",111,275,"-",0.596,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"827",1005,122626500,"2022-04-05T22:00:00Z","1899-12-31T22:46:30Z","FO",2790,"stress",13,13,"C53",182,658,"-",0.723,"-",58,"IMP","B4","normal","salt","increased","NSI",16.4
"828",1007,122647220,"2022-04-05T22:00:00Z","1899-12-31T22:46:51Z","FO",2794,"stress",13,13,"C54",121,348,"-",0.652,"-",59,"IMP","B4","normal","background","increased","NBI",16
"829",1008,122652360,"2022-04-05T22:00:00Z","1899-12-31T22:46:56Z","FO",2795,"stress",13,13,"C54",326,1115,"-",0.708,"-",59,"IMP","B4","normal","background","increased","NBI",16
"830",1009,122667620,"2022-04-05T22:00:00Z","1899-12-31T22:47:11Z","FO",2798,"stress",13,13,"C54",204,616,"-",0.669,"-",59,"IMP","B4","normal","background","increased","NBI",16
"831",1013,122702640,"2022-04-05T22:00:00Z","1899-12-31T22:47:46Z","FO",2803,"stress",13,13,"C55",215,639,"-",0.664,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"832",1014,122705220,"2022-04-05T22:00:00Z","1899-12-31T22:47:49Z","FO",2804,"stress",13,13,"C55",139,480,"-",0.71,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"833",1015,122709260,"2022-04-05T22:00:00Z","1899-12-31T22:47:53Z","FO",2805,"stress",13,13,"C55",119,338,"-",0.648,"-",60,"IMP","B4","reduced","background","increased","RBI",15.2
"834",1017,122724440,"2022-04-05T22:00:00Z","1899-12-31T22:48:08Z","FO",2808,"stress",13,13,"C56",180,621,"-",0.71,"-",28,"IMP","B4","reduced","background","increased","RBI",21.2
"835",1018,122727780,"2022-04-05T22:00:00Z","1899-12-31T22:48:11Z","FO",2809,"stress",13,13,"C56",227,805,"-",0.718,"-",28,"IMP","B4","reduced","background","increased","RBI",21.2
"836",1019,122732550,"2022-04-05T22:00:00Z","1899-12-31T22:48:16Z","FO",2810,"stress",13,13,"C56",357,845,"-",0.578,"-",28,"IMP","B4","reduced","background","increased","RBI",21.2
"837",1021,122753540,"2022-04-05T22:00:00Z","1899-12-31T22:48:37Z","FO",2813,"stress",13,13,"C57",104,162,"-",0.358,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"838",1023,122760720,"2022-04-05T22:00:00Z","1899-12-31T22:48:44Z","FO",2815,"stress",13,13,"C57",124,506,"-",0.755,"-",61,"IMP","B4","reduced","background","increased","RBI",18.29
"839",1029,122791360,"2022-04-05T22:00:00Z","1899-12-31T22:49:15Z","FO",2822,"stress",13,13,"C58",114,143,"-",0.203,"-",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"840",1033,122822940,"2022-04-05T22:00:00Z","1899-12-31T22:49:46Z","FO",2827,"stress",13,13,"C59",105,385,"-",0.727,"-",29,"IMP","B4","reduced","background","increased","RBI",24
"841",1036,122839000,"2022-04-05T22:00:00Z","1899-12-31T22:50:03Z","FO",2831,"stress",13,13,"C60",165,627,"-",0.737,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"842",1037,122843980,"2022-04-05T22:00:00Z","1899-12-31T22:50:07Z","FO",2832,"stress",13,13,"C60",273,1239,"-",0.78,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"843",1038,122846160,"2022-04-05T22:00:00Z","1899-12-31T22:50:10Z","FO",2833,"stress",13,13,"C60",106,318,"-",0.667,"-",63,"IMP","B4","normal","salt","increased","NSI",14.82
"844",1040,122861320,"2022-04-05T22:00:00Z","1899-12-31T22:50:25Z","FO",2836,"stress",13,13,"C61",182,467,"-",0.61,"-",30,"IMP","B4","reduced","salt","increased","RSI",28
"845",1041,122865340,"2022-04-05T22:00:00Z","1899-12-31T22:50:29Z","FO",2837,"stress",13,13,"C61",123,304,"-",0.595,"-",30,"IMP","B4","reduced","salt","increased","RSI",28
"846",1042,122871550,"2022-04-05T22:00:00Z","1899-12-31T22:50:35Z","FO",2838,"stress",13,13,"C61",177,795,"-",0.777,"-",30,"IMP","B4","reduced","salt","increased","RSI",28
"847",1046,122893200,"2022-04-05T22:00:00Z","1899-12-31T22:50:57Z","FO",2843,"stress",13,13,"C62",271,997,"-",0.728,"-",31,"IMP","B4","normal","background","increased","NBI",22
"848",1050,122930560,"2022-04-05T22:00:00Z","1899-12-31T22:51:34Z","FO",2848,"stress",13,13,"C63",206,899,"-",0.771,"-",32,"IMP","B4","normal","background","increased","NBI",19.2
"849",1053,122948980,"2022-04-05T22:00:00Z","1899-12-31T22:51:52Z","FO",2852,"stress",13,13,"C64",297,1075,"-",0.724,"-",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"850",1058,293611050,"2022-04-07T22:00:00Z","1899-12-31T22:16:15Z","FO",3054,"recovery",2,15,"C01",136,485,"-",0.72,"-",33,"IMP","B1","reduced","background","increased","RBI",16.8
"851",1059,293617060,"2022-04-07T22:00:00Z","1899-12-31T22:16:21Z","FO",3055,"recovery",2,15,"C01",271,698,"-",0.612,"-",33,"IMP","B1","reduced","background","increased","RBI",16.8
"852",1061,293646940,"2022-04-07T22:00:00Z","1899-12-31T22:16:50Z","FO",3058,"recovery",2,15,"C02",104,471,"-",0.779,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"853",1062,293656550,"2022-04-07T22:00:00Z","1899-12-31T22:17:00Z","FO",3059,"recovery",2,15,"C02",365,1701,"-",0.785,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"854",1064,293667720,"2022-04-07T22:00:00Z","1899-12-31T22:17:11Z","FO",3061,"recovery",2,15,"C02",400,1725,"-",0.768,"-",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"855",1068,293723000,"2022-04-07T22:00:00Z","1899-12-31T22:18:07Z","FO",3066,"recovery",2,15,"C03",106,419,"-",0.747,"-",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"856",1073,293788720,"2022-04-07T22:00:00Z","1899-12-31T22:19:12Z","FO",3072,"recovery",2,15,"C04",434,1241,"-",0.65,"-",36,"IMP","B1","normal","background","increased","NBI",17.1
"857",1079,293850860,"2022-04-07T22:00:00Z","1899-12-31T22:20:14Z","FO",3079,"recovery",2,15,"C09",185,340,"-",0.456,"-",37,"IMP","B1","normal","background","increased","NBI",16
"858",1081,293880820,"2022-04-07T22:00:00Z","1899-12-31T22:20:44Z","FO",3082,"recovery",2,15,"C12",216,611,"-",0.646,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"859",1083,293898000,"2022-04-07T22:00:00Z","1899-12-31T22:21:02Z","FO",3084,"recovery",2,15,"C12",248,532,"-",0.534,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"860",1084,293905420,"2022-04-07T22:00:00Z","1899-12-31T22:21:09Z","FO",3085,"recovery",2,15,"C12",316,1014,"-",0.688,"-",38,"IMP","B1","reduced","background","increased","RBI",12.54
"861",1088,293953120,"2022-04-07T22:00:00Z","1899-12-31T22:21:57Z","FO",3090,"recovery",2,15,"C14",155,162,"-",0.043,"-",39,"IMP","B1","normal","salt","increased","NSI",11.88
"862",1093,294045460,"2022-04-07T22:00:00Z","1899-12-31T22:23:29Z","FO",3096,"recovery",2,15,"C16",144,234,"-",0.385,"-",40,"IMP","B1","normal","salt","increased","NSI",15.99
"863",1098,294123080,"2022-04-07T22:00:00Z","1899-12-31T22:24:47Z","FO",3102,"recovery",2,15,"C18",137,584,"-",0.765,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"864",1099,294151280,"2022-04-07T22:00:00Z","1899-12-31T22:25:15Z","FO",3105,"recovery",2,15,"C18",421,1380,"-",0.695,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"865",1100,294161900,"2022-04-07T22:00:00Z","1899-12-31T22:25:25Z","FO",3106,"recovery",2,15,"C18",355,1212,"-",0.707,"-",41,"IMP","B2","normal","background","control","NBC",12.09
"866",1102,294194080,"2022-04-07T22:00:00Z","1899-12-31T22:25:58Z","FO",3109,"recovery",2,15,"C19",326,1045,"-",0.688,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"867",1103,294201140,"2022-04-07T22:00:00Z","1899-12-31T22:26:05Z","FO",3110,"recovery",2,15,"C19",120,132,"-",0.091,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"868",1105,294217240,"2022-04-07T22:00:00Z","1899-12-31T22:26:21Z","FO",3112,"recovery",2,15,"C19",151,576,"-",0.738,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"869",1106,294226180,"2022-04-07T22:00:00Z","1899-12-31T22:26:30Z","FO",3113,"recovery_scraped",2,15,"C19",151,460,"-",0.672,"-",42,"IMP","B2","normal","background","control","NBC",15.6
"870",1108,294267580,"2022-04-07T22:00:00Z","1899-12-31T22:27:11Z","FO",3116,"recovery",2,15,"C20",174,458,"-",0.62,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"871",1109,294274140,"2022-04-07T22:00:00Z","1899-12-31T22:27:18Z","FO",3117,"recovery",2,15,"C20",124,186,"-",0.333,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"872",1110,294286940,"2022-04-07T22:00:00Z","1899-12-31T22:27:30Z","FO",3118,"recovery",2,15,"C20",130,277,"-",0.531,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"873",1111,294294880,"2022-04-07T22:00:00Z","1899-12-31T22:27:38Z","FO",3119,"recovery",2,15,"C20",236,610,"-",0.613,"-",43,"IMP","B2","reduced","salt","control","RSC",13.3
"874",1113,294324760,"2022-04-07T22:00:00Z","1899-12-31T22:28:08Z","FO",3122,"recovery",2,15,"C22",305,1109,"-",0.725,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"875",1115,294343050,"2022-04-07T22:00:00Z","1899-12-31T22:28:27Z","FO",3124,"recovery",2,15,"C22",164,389,"-",0.578,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"876",1116,294350880,"2022-04-07T22:00:00Z","1899-12-31T22:28:34Z","FO",3125,"recovery",2,15,"C22",217,585,"-",0.629,"-",44,"IMP","B2","reduced","background","control","RBC",14.62
"877",1118,294387480,"2022-04-07T22:00:00Z","1899-12-31T22:29:11Z","FO",3128,"recovery",2,15,"C27",158,457,"-",0.654,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"878",1120,294398400,"2022-04-07T22:00:00Z","1899-12-31T22:29:22Z","FO",3130,"recovery",2,15,"C27",117,433,"-",0.73,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"879",1121,294410440,"2022-04-07T22:00:00Z","1899-12-31T22:29:34Z","FO",3131,"recovery",2,15,"C27",217,785,"-",0.724,"-",45,"IMP","B2","normal","salt","control","NSC",12.6
"880",1123,294441480,"2022-04-07T22:00:00Z","1899-12-31T22:30:05Z","FO",3134,"recovery",2,15,"C29",373,1307,"-",0.715,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"881",1125,294466660,"2022-04-07T22:00:00Z","1899-12-31T22:30:30Z","FO",3136,"recovery",2,15,"C29",114,439,"-",0.74,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"882",1126,294471900,"2022-04-07T22:00:00Z","1899-12-31T22:30:35Z","FO",3137,"recovery",2,15,"C29",319,774,"-",0.588,"-",46,"IMP","B2","reduced","background","control","RBC",12.48
"883",1128,294505000,"2022-04-07T22:00:00Z","1899-12-31T22:31:09Z","FO",3140,"recovery",2,15,"C31",182,839,"-",0.783,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"884",1130,294521340,"2022-04-07T22:00:00Z","1899-12-31T22:31:25Z","FO",3142,"recovery",2,15,"C31",479,1265,"-",0.621,"-",47,"IMP","B2","normal","salt","control","NSC",12.6
"885",1133,294553760,"2022-04-07T22:00:00Z","1899-12-31T22:31:57Z","FO",3146,"recovery",2,15,"C32",236,634,"-",0.628,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"886",1134,294560140,"2022-04-07T22:00:00Z","1899-12-31T22:32:04Z","FO",3147,"recovery",2,15,"C32",143,385,"-",0.629,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"887",1135,294570760,"2022-04-07T22:00:00Z","1899-12-31T22:32:14Z","FO",3148,"recovery",2,15,"C32",205,910,"-",0.775,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"888",1136,294577900,"2022-04-07T22:00:00Z","1899-12-31T22:32:21Z","FO",3149,"recovery",2,15,"C32",191,386,"-",0.505,"-",48,"IMP","B2","reduced","salt","control","RSC",12.54
"889",1140,294637180,"2022-04-07T22:00:00Z","1899-12-31T22:33:21Z","FO",3156,"recovery",2,15,"C34",149,280,"-",0.468,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"890",1141,294647660,"2022-04-07T22:00:00Z","1899-12-31T22:33:31Z","FO",3157,"recovery",2,15,"C34",232,1021,"-",0.773,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"891",1142,294653120,"2022-04-07T22:00:00Z","1899-12-31T22:33:37Z","FO",3158,"recovery",2,15,"C34",486,1258,"-",0.614,"-",49,"IMP","B3","reduced","background","control","RBC",13.6
"892",1144,294684620,"2022-04-07T22:00:00Z","1899-12-31T22:34:08Z","FO",3161,"recovery",2,15,"C36",147,540,"-",0.728,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"893",1145,294697050,"2022-04-07T22:00:00Z","1899-12-31T22:34:21Z","FO",3162,"recovery",2,15,"C36",212,927,"-",0.771,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"894",1146,294704740,"2022-04-07T22:00:00Z","1899-12-31T22:34:28Z","FO",3163,"recovery",2,15,"C36",340,1207,"-",0.718,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"895",1147,294709050,"2022-04-07T22:00:00Z","1899-12-31T22:34:33Z","FO",3164,"recovery",2,15,"C36",158,286,"-",0.448,"-",50,"IMP","B3","normal","salt","control","NSC",12.6
"896",1149,294741680,"2022-04-07T22:00:00Z","1899-12-31T22:35:05Z","FO",3167,"recovery",2,15,"C37",105,348,"-",0.698,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"897",1150,294747840,"2022-04-07T22:00:00Z","1899-12-31T22:35:11Z","FO",3168,"recovery",2,15,"C37",211,457,"-",0.538,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"898",1151,294758700,"2022-04-07T22:00:00Z","1899-12-31T22:35:22Z","FO",3169,"recovery",2,15,"C37",138,351,"-",0.607,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"899",1152,294765200,"2022-04-07T22:00:00Z","1899-12-31T22:35:29Z","FO",3170,"recovery",2,15,"C37",124,401,"-",0.691,"-",51,"IMP","B3","normal","background","control","NBC",14.28
"900",1154,294796400,"2022-04-07T22:00:00Z","1899-12-31T22:36:00Z","FO",3173,"recovery",2,15,"C41",312,913,"-",0.658,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"901",1155,294801900,"2022-04-07T22:00:00Z","1899-12-31T22:36:05Z","FO",3174,"recovery",2,15,"C41",261,990,"-",0.736,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
"902",1157,294822960,"2022-04-07T22:00:00Z","1899-12-31T22:36:26Z","FO",3176,"recovery",2,15,"C41",137,460,"-",0.702,"-",52,"IMP","B3","reduced","salt","control","RSC",14.82
